Time (s)	repeat #	Applied voltage (V)	Current (A)	Absolute current (A)	Resistance (Ohm)
10628.497	2	0	3.07335E-10	3.07335E-10	0
10628.856	2	0.2	3.33527E-7	3.33527E-7	599652.14179
10630.113	2	0	-1.00268E-10	1.00268E-10	0
10630.468	2	-1	-3.9036E-8	3.9036E-8	2.56174E7
10630.834	2	0	2.90428E-10	2.90428E-10	0
10631.2	2	0.2	3.33869E-7	3.33869E-7	599037.16756
10632.456	2	0	-1.03372E-10	1.03372E-10	0
10632.814	2	-1	-3.8475E-8	3.8475E-8	2.59909E7
10633.178	2	0	2.96469E-10	2.96469E-10	0
10633.539	2	0.2	3.34325E-7	3.34325E-7	598220.47356
10634.795	2	0	-1.00645E-10	1.00645E-10	0
10635.155	2	-1	-3.98506E-8	3.98506E-8	2.50937E7
10635.516	2	0	3.01293E-10	3.01293E-10	0
10635.875	2	0.2	3.34717E-7	3.34717E-7	597520.05277
10637.133	2	0	-1.0203E-10	1.0203E-10	0
10637.497	2	-1	-4.10267E-8	4.10267E-8	2.43744E7
10637.858	2	0	3.03265E-10	3.03265E-10	0
10638.217	2	0.2	3.35019E-7	3.35019E-7	596981.95771
10639.474	2	0	-1.03079E-10	1.03079E-10	0
10639.824	2	-1	-4.16027E-8	4.16027E-8	2.40369E7
10640.174	2	0	2.85436E-10	2.85436E-10	0
10640.538	2	0.2	3.35316E-7	3.35316E-7	596453.1911
10641.79	2	0	-1.02449E-10	1.02449E-10	0
10642.145	2	-1	-4.10243E-8	4.10243E-8	2.43758E7
10642.505	2	0	2.91813E-10	2.91813E-10	0
10642.867	2	0.2	3.35583E-7	3.35583E-7	595976.85822
10644.125	2	0	-9.74988E-11	9.74988E-11	0
10644.487	2	-1	-4.23843E-8	4.23843E-8	2.35936E7
10644.846	2	0	3.00455E-10	3.00455E-10	0
10645.206	2	0.2	3.35846E-7	3.35846E-7	595510.68316
10646.465	2	0	-1.01149E-10	1.01149E-10	0
10646.827	2	-1	-4.23452E-8	4.23452E-8	2.36154E7
10647.185	2	0	2.9047E-10	2.9047E-10	0
10647.548	2	0.2	3.36141E-7	3.36141E-7	594988.76661
10648.806	2	0	-1.0182E-10	1.0182E-10	0
10649.168	2	-1	-4.33711E-8	4.33711E-8	2.30568E7
10649.527	2	0	2.86653E-10	2.86653E-10	0
10649.889	2	1	0.01088	0.01088	91.88263
10770.521	2	1	0.01088	0.01088	91.88035
10770.875	2	0	-3.86109E-10	3.86109E-10	0
10771.421	2	-1	-1.27361E-6	1.27361E-6	785170.94742
10771.962	2	0	6.90974E-11	6.90974E-11	0
10772.421	2	-3	-7.43294E-5	7.43294E-5	40360.85836
10773.854	2	0	9.08192E-10	9.08192E-10	0
10774.303	2	-1	-4.54507E-8	4.54507E-8	2.20018E7
10774.662	2	0	5.3135E-10	5.3135E-10	0
10775.023	2	-3	-6.9007E-5	6.9007E-5	43473.83788
10776.469	2	0	9.93981E-10	9.93981E-10	0
10776.921	2	-1	-3.23892E-8	3.23892E-8	3.08745E7
10777.272	2	0	5.97968E-10	5.97968E-10	0
10777.629	2	-3	-6.58638E-5	6.58638E-5	45548.5065
10779.071	2	0	1.00841E-9	1.00841E-9	0
10779.526	2	-1	-2.5858E-8	2.5858E-8	3.86728E7
10779.886	2	0	6.25613E-10	6.25613E-10	0
10780.241	2	-3	-6.39887E-5	6.39887E-5	46883.31446
10781.682	2	0	1.05431E-9	1.05431E-9	0
10782.133	2	-1	-2.33988E-8	2.33988E-8	4.27373E7
10782.488	2	0	6.24019E-10	6.24019E-10	0
10782.851	2	-3	-6.16553E-5	6.16553E-5	48657.60954
10784.294	2	0	1.04134E-9	1.04134E-9	0
10784.751	2	-1	-2.11237E-8	2.11237E-8	4.73401E7
10785.105	2	0	6.34548E-10	6.34548E-10	0
10785.463	2	-3	-6.14056E-5	6.14056E-5	48855.45511
10786.907	2	0	1.07373E-9	1.07373E-9	0
10787.356	2	-1	-1.99101E-8	1.99101E-8	5.02258E7
10787.711	2	0	6.65968E-10	6.65968E-10	0
10788.069	2	-3	-5.99225E-5	5.99225E-5	50064.65015
10789.511	2	0	1.08413E-9	1.08413E-9	0
10789.962	2	-1	-1.78431E-8	1.78431E-8	5.60441E7
10790.319	2	0	6.4642E-10	6.4642E-10	0
10790.681	2	-3	-5.91702E-5	5.91702E-5	50701.23184
10792.121	2	0	1.08317E-9	1.08317E-9	0
10792.572	2	-1	-1.69784E-8	1.69784E-8	5.88983E7
10792.933	2	0	6.71128E-10	6.71128E-10	0
10793.29	2	-3	-5.81055E-5	5.81055E-5	51630.23322
10794.732	2	0	1.07952E-9	1.07952E-9	0
10795.187	2	-1	-1.57986E-8	1.57986E-8	6.32968E7
10795.544	2	0	6.66767E-10	6.66767E-10	0
10795.883	2	-3	-5.7359E-5	5.7359E-5	52302.1397
10797.309	2	0	1.08346E-9	1.08346E-9	0
10797.746	2	-1	-1.44005E-8	1.44005E-8	6.94421E7
10798.082	2	0	6.81407E-10	6.81407E-10	0
10798.418	2	-3	-5.70671E-5	5.70671E-5	52569.70348
10799.842	2	0	1.08291E-9	1.08291E-9	0
10800.281	2	-1	-1.46304E-8	1.46304E-8	6.83511E7
10800.638	2	0	6.61102E-10	6.61102E-10	0
10801.002	2	-3	-5.64706E-5	5.64706E-5	53124.96071
10802.443	2	0	1.09424E-9	1.09424E-9	0
10802.894	2	-1	-1.43816E-8	1.43816E-8	6.95334E7
10803.251	2	0	6.68403E-10	6.68403E-10	0
10803.612	2	-3	-5.64102E-5	5.64102E-5	53181.89022
10805.056	2	0	1.09835E-9	1.09835E-9	0
10805.506	2	-1	-1.3576E-8	1.3576E-8	7.36592E7
10805.865	2	0	6.86106E-10	6.86106E-10	0
10806.222	2	-3	-5.57815E-5	5.57815E-5	53781.233
10807.663	2	0	1.09345E-9	1.09345E-9	0
10808.114	2	-1	-1.31536E-8	1.31536E-8	7.6025E7
10808.474	2	0	6.93615E-10	6.93615E-10	0
10808.831	2	-3	-5.56222E-5	5.56222E-5	53935.25073
10810.275	2	0	1.08082E-9	1.08082E-9	0
10810.731	2	-1	-1.24363E-8	1.24363E-8	8.04095E7
10811.084	2	0	6.84596E-10	6.84596E-10	0
10811.44	2	-3	-5.49363E-5	5.49363E-5	54608.67153
10812.878	2	0	1.0976E-9	1.0976E-9	0
10813.333	2	-1	-1.28972E-8	1.28972E-8	7.7536E7
10813.691	2	0	6.7243E-10	6.7243E-10	0
10814.052	2	-3	-5.45244E-5	5.45244E-5	55021.2382
10815.493	2	0	1.10284E-9	1.10284E-9	0
10815.945	2	-1	-1.23458E-8	1.23458E-8	8.09989E7
10816.301	2	0	6.91265E-10	6.91265E-10	0
10816.659	2	-3	-5.41313E-5	5.41313E-5	55420.81114
10818.102	2	0	1.09173E-9	1.09173E-9	0
10818.556	2	-1	-1.19653E-8	1.19653E-8	8.35749E7
10818.909	2	0	6.86902E-10	6.86902E-10	0
10819.268	2	-3	-5.4269E-5	5.4269E-5	55280.13763
10820.711	2	0	1.05582E-9	1.05582E-9	0
10821.187	2	-1	-1.14822E-8	1.14822E-8	8.70917E7
10821.524	2	0	6.79394E-10	6.79394E-10	0
10821.881	2	-3	-5.39707E-5	5.39707E-5	55585.72625
10823.324	2	0	1.07683E-9	1.07683E-9	0
10823.782	2	-1	-1.17754E-8	1.17754E-8	8.49228E7
10824.137	2	0	6.7545E-10	6.7545E-10	0
10824.497	2	-3	-5.42337E-5	5.42337E-5	55316.21051
10825.936	2	0	1.09911E-9	1.09911E-9	0
10826.387	2	-1	-1.15834E-8	1.15834E-8	8.63308E7
10826.744	2	0	6.84763E-10	6.84763E-10	0
10827.104	2	-3	-5.39938E-5	5.39938E-5	55561.93489
10828.545	2	0	1.09697E-9	1.09697E-9	0
10828.995	2	-1	-1.11979E-8	1.11979E-8	8.93021E7
10829.351	2	0	6.7847E-10	6.7847E-10	0
10829.713	2	-3	-5.34729E-5	5.34729E-5	56103.18498
10831.153	2	0	1.10674E-9	1.10674E-9	0
10831.604	2	-1	-1.10203E-8	1.10203E-8	9.07419E7
10831.961	2	0	6.75702E-10	6.75702E-10	0
10832.323	2	-3	-5.34176E-5	5.34176E-5	56161.23366
10833.763	2	0	1.10502E-9	1.10502E-9	0
10834.214	2	-1	-1.08935E-8	1.08935E-8	9.1798E7
10834.573	2	0	6.96341E-10	6.96341E-10	0
10834.931	2	-3	-5.32371E-5	5.32371E-5	56351.73249
10836.375	2	0	1.08359E-9	1.08359E-9	0
10836.832	2	-1	-1.0521E-8	1.0521E-8	9.50481E7
10837.184	2	0	6.94412E-10	6.94412E-10	0
10837.542	2	0.3	9.16465E-6	9.16465E-6	32734.4636
10838.983	2	0	2.53851E-11	2.53851E-11	0
10839.436	2	-1	-1.78315E-8	1.78315E-8	5.60804E7
10839.795	2	0	4.05583E-10	4.05583E-10	0
10840.152	2	0.3	1.01679E-5	1.01679E-5	29504.64649
10841.798	2	0	-5.26486E-11	5.26486E-11	0
10842.259	2	-1	-2.19784E-8	2.19784E-8	4.54992E7
10842.613	2	0	3.4983E-10	3.4983E-10	0
10842.97	2	0.3	1.03279E-5	1.03279E-5	29047.39082
10844.412	2	0	-7.57659E-11	7.57659E-11	0
10844.867	2	-1	-2.44618E-8	2.44618E-8	4.08801E7
10845.222	2	0	3.31288E-10	3.31288E-10	0
10845.58	2	0.3	1.04473E-5	1.04473E-5	28715.5533
10847.025	2	0	-8.23949E-11	8.23949E-11	0
10847.478	2	-1	-2.83499E-8	2.83499E-8	3.52735E7
10847.834	2	0	3.15305E-10	3.15305E-10	0
10848.191	2	0.3	1.05415E-5	1.05415E-5	28458.97496
10849.635	2	0	-9.56947E-11	9.56947E-11	0
10850.085	2	-1	-2.97323E-8	2.97323E-8	3.36335E7
10850.445	2	0	3.01797E-10	3.01797E-10	0
10850.804	2	0.3	1.06176E-5	1.06176E-5	28255.05271
10852.245	2	0	-1.01107E-10	1.01107E-10	0
10852.697	2	-1	-3.22722E-8	3.22722E-8	3.09864E7
10853.052	2	0	3.03307E-10	3.03307E-10	0
10853.411	2	0.3	1.06819E-5	1.06819E-5	28084.94385
10854.855	2	0	-1.02282E-10	1.02282E-10	0
10855.307	2	-1	-3.45222E-8	3.45222E-8	2.89669E7
10855.663	2	0	3.04398E-10	3.04398E-10	0
10856.021	2	0.3	1.0735E-5	1.0735E-5	27945.89302
10857.465	2	0	-9.90092E-11	9.90092E-11	0
10857.939	2	-1	-3.67476E-8	3.67476E-8	2.72126E7
10858.298	2	0	3.01E-10	3.01E-10	0
10858.659	2	0.3	1.0781E-5	1.0781E-5	27826.86127
10860.104	2	0	-1.00478E-10	1.00478E-10	0
10860.571	2	-1	-3.78602E-8	3.78602E-8	2.64129E7
10860.922	2	0	2.78431E-10	2.78431E-10	0
10861.283	2	0.3	1.08241E-5	1.08241E-5	27715.80216
10862.726	2	0	-1.04547E-10	1.04547E-10	0
10863.181	2	-1	-3.96835E-8	3.96835E-8	2.51994E7
10863.53	2	0	2.93784E-10	2.93784E-10	0
10863.884	2	0.3	1.08614E-5	1.08614E-5	27620.87586
10865.326	2	0	-1.07988E-10	1.07988E-10	0
10865.777	2	-1	-4.19086E-8	4.19086E-8	2.38615E7
10866.133	2	0	2.95463E-10	2.95463E-10	0
10866.491	2	0.3	1.08952E-5	1.08952E-5	27535.1624
10867.935	2	0	-1.10169E-10	1.10169E-10	0
10868.388	2	-1	-4.37067E-8	4.37067E-8	2.28798E7
10868.747	2	0	2.96176E-10	2.96176E-10	0
10869.102	2	0.3	1.09206E-5	1.09206E-5	27470.91746
10870.544	2	0	-1.10757E-10	1.10757E-10	0
10870.996	2	-1	-4.52607E-8	4.52607E-8	2.20942E7
10871.353	2	0	2.91477E-10	2.91477E-10	0
10871.712	2	0.3	1.0947E-5	1.0947E-5	27404.66829
10873.154	2	0	-1.14071E-10	1.14071E-10	0
10873.608	2	-1	-4.60935E-8	4.60935E-8	2.1695E7
10873.963	2	0	2.76375E-10	2.76375E-10	0
10874.325	2	0.3	1.09702E-5	1.09702E-5	27346.88706
10875.767	2	0	-1.14742E-10	1.14742E-10	0
10876.217	2	-1	-4.82407E-8	4.82407E-8	2.07294E7
10876.576	2	0	2.88205E-10	2.88205E-10	0
10876.934	2	0.3	1.09931E-5	1.09931E-5	27289.82062
10878.373	2	0	-1.16379E-10	1.16379E-10	0
10878.826	2	-1	-4.91316E-8	4.91316E-8	2.03535E7
10879.183	2	0	2.88079E-10	2.88079E-10	0
10879.544	2	0.3	1.10104E-5	1.10104E-5	27246.9665
10880.984	2	0	-1.13735E-10	1.13735E-10	0
10881.428	2	-1	-4.9095E-8	4.9095E-8	2.03687E7
10881.789	2	0	2.85688E-10	2.85688E-10	0
10882.152	2	0.3	1.10298E-5	1.10298E-5	27199.11657
10883.593	2	0	-1.16714E-10	1.16714E-10	0
10884.045	2	-1	-5.04652E-8	5.04652E-8	1.98156E7
10884.403	2	0	2.74949E-10	2.74949E-10	0
10884.765	2	0.3	1.10456E-5	1.10456E-5	27160.0624
10886.207	2	0	-1.18434E-10	1.18434E-10	0
10886.66	2	-1	-5.09007E-8	5.09007E-8	1.96461E7
10887.015	2	0	2.83129E-10	2.83129E-10	0
10887.373	2	0.3	1.10608E-5	1.10608E-5	27122.83661
10888.817	2	0	-1.16924E-10	1.16924E-10	0
10889.268	2	-1	-5.21907E-8	5.21907E-8	1.91605E7
10889.625	2	0	2.79773E-10	2.79773E-10	0
10889.985	2	0.3	1.1076E-5	1.1076E-5	27085.56601
10891.428	2	0	-1.15456E-10	1.15456E-10	0
10891.878	2	-1	-5.33041E-8	5.33041E-8	1.87603E7
10892.238	2	0	2.90764E-10	2.90764E-10	0
10892.594	2	0.3	1.10866E-5	1.10866E-5	27059.71809
10894.036	2	0	-1.13274E-10	1.13274E-10	0
10894.487	2	-1	-5.3101E-8	5.3101E-8	1.8832E7
10894.843	2	0	2.85772E-10	2.85772E-10	0
10895.203	2	0.3	1.10995E-5	1.10995E-5	27028.31757
10896.642	2	0	-1.15162E-10	1.15162E-10	0
10897.098	2	-1	-5.53248E-8	5.53248E-8	1.80751E7
10897.457	2	0	2.85604E-10	2.85604E-10	0
10897.814	2	0.3	1.11089E-5	1.11089E-5	27005.49562
10899.256	2	0	-1.17218E-10	1.17218E-10	0
10899.71	2	-1	-5.63394E-8	5.63394E-8	1.77496E7
10900.065	2	0	2.83213E-10	2.83213E-10	0
10900.423	2	0.3	1.11214E-5	1.11214E-5	26975.14241
10901.866	2	0	-1.17889E-10	1.17889E-10	0
10902.318	2	-1	-5.75368E-8	5.75368E-8	1.73802E7
10902.677	2	0	2.87744E-10	2.87744E-10	0
10903.034	2	1	0.01088	0.01088	91.90138
11023.663	2	1	0.01088	0.01088	91.90484
11024.027	2	0	-3.80404E-10	3.80404E-10	0
11024.591	2	-1	-1.26509E-6	1.26509E-6	790456.97108
11025.137	2	0	8.26476E-11	8.26476E-11	0
11025.59	2	-3	-7.35133E-5	7.35133E-5	40808.96426
11027.026	2	0	9.10332E-10	9.10332E-10	0
11027.479	2	-1	-4.52994E-8	4.52994E-8	2.20754E7
11027.834	2	0	5.32945E-10	5.32945E-10	0
11028.195	2	-3	-6.80434E-5	6.80434E-5	44089.47518
11029.646	2	0	9.7867E-10	9.7867E-10	0
11030.112	2	-1	-3.06278E-8	3.06278E-8	3.26501E7
11030.473	2	0	5.92263E-10	5.92263E-10	0
11030.833	2	-3	-6.54575E-5	6.54575E-5	45831.27156
11032.281	2	0	1.02737E-9	1.02737E-9	0
11032.73	2	-1	-2.52068E-8	2.52068E-8	3.96719E7
11033.085	2	0	6.31151E-10	6.31151E-10	0
11033.444	2	-3	-6.36125E-5	6.36125E-5	47160.57941
11034.89	2	0	1.02423E-9	1.02423E-9	0
11035.361	2	-1	-2.23994E-8	2.23994E-8	4.46441E7
11035.725	2	0	6.23768E-10	6.23768E-10	0
11036.086	2	-3	-6.24289E-5	6.24289E-5	48054.66699
11037.528	2	0	1.06782E-9	1.06782E-9	0
11037.979	2	-1	-2.06148E-8	2.06148E-8	4.85089E7
11038.338	2	0	6.54937E-10	6.54937E-10	0
11038.695	2	-3	-6.08522E-5	6.08522E-5	49299.7545
11040.134	2	0	1.07431E-9	1.07431E-9	0
11040.588	2	-1	-1.93474E-8	1.93474E-8	5.16867E7
11040.944	2	0	6.61397E-10	6.61397E-10	0
11041.305	2	-3	-5.98407E-5	5.98407E-5	50133.12015
11042.747	2	0	1.07356E-9	1.07356E-9	0
11043.2	2	-1	-1.74893E-8	1.74893E-8	5.71779E7
11043.555	2	0	6.52754E-10	6.52754E-10	0
11043.918	2	-3	-5.92015E-5	5.92015E-5	50674.40026
11045.359	2	0	1.07419E-9	1.07419E-9	0
11045.81	2	-1	-1.66356E-8	1.66356E-8	6.01119E7
11046.169	2	0	6.67522E-10	6.67522E-10	0
11046.526	2	-3	-5.86509E-5	5.86509E-5	51150.08407
11047.969	2	0	1.08308E-9	1.08308E-9	0
11048.42	2	-1	-1.55483E-8	1.55483E-8	6.43157E7
11048.774	2	0	6.59635E-10	6.59635E-10	0
11049.138	2	-3	-5.79274E-5	5.79274E-5	51789.00813
11050.58	2	0	1.09089E-9	1.09089E-9	0
11051.031	2	-1	-1.45361E-8	1.45361E-8	6.87945E7
11051.39	2	0	6.71046E-10	6.71046E-10	0
11051.747	2	-3	-5.75326E-5	5.75326E-5	52144.32227
11053.188	2	0	1.09256E-9	1.09256E-9	0
11053.64	2	-1	-1.47885E-8	1.47885E-8	6.76202E7
11053.999	2	0	6.7868E-10	6.7868E-10	0
11054.356	2	-3	-5.64031E-5	5.64031E-5	53188.52816
11055.798	2	0	1.09277E-9	1.09277E-9	0
11056.249	2	-1	-1.35798E-8	1.35798E-8	7.3639E7
11056.61	2	0	6.83211E-10	6.83211E-10	0
11056.967	2	-3	-5.54071E-5	5.54071E-5	54144.70497
11058.407	2	0	1.09437E-9	1.09437E-9	0
11058.86	2	-1	-1.35693E-8	1.35693E-8	7.36957E7
11059.217	2	0	6.72934E-10	6.72934E-10	0
11059.579	2	-3	-5.52009E-5	5.52009E-5	54346.95969
11061.029	2	0	1.08036E-9	1.08036E-9	0
11061.475	2	-1	-1.31851E-8	1.31851E-8	7.58433E7
11061.829	2	0	6.92441E-10	6.92441E-10	0
11062.187	2	-3	-5.50611E-5	5.50611E-5	54484.96633
11063.629	2	0	1.09722E-9	1.09722E-9	0
11064.081	2	-1	-1.29154E-8	1.29154E-8	7.74269E7
11064.438	2	0	6.72221E-10	6.72221E-10	0
11064.798	2	-3	-5.6229E-5	5.6229E-5	53353.27086
11066.239	2	0	1.09869E-9	1.09869E-9	0
11066.69	2	-1	-1.21229E-8	1.21229E-8	8.24888E7
11067.05	2	0	6.81702E-10	6.81702E-10	0
11067.407	2	-3	-5.46242E-5	5.46242E-5	54920.66253
11068.845	2	0	1.0994E-9	1.0994E-9	0
11069.298	2	-1	-1.20408E-8	1.20408E-8	8.30508E7
11069.655	2	0	6.71843E-10	6.71843E-10	0
11070.018	2	-3	-5.48509E-5	5.48509E-5	54693.73423
11071.459	2	0	1.10037E-9	1.10037E-9	0
11071.912	2	-1	-1.16003E-8	1.16003E-8	8.62043E7
11072.267	2	0	6.8598E-10	6.8598E-10	0
11072.625	2	-3	-5.45524E-5	5.45524E-5	54993.01772
11074.069	2	0	1.07679E-9	1.07679E-9	0
11074.532	2	-1	-1.17478E-8	1.17478E-8	8.51222E7
11074.881	2	0	6.80862E-10	6.80862E-10	0
11075.239	2	-3	-5.38562E-5	5.38562E-5	55703.92399
11076.681	2	0	1.07381E-9	1.07381E-9	0
11077.147	2	-1	-1.15188E-8	1.15188E-8	8.68144E7
11077.514	2	0	6.84596E-10	6.84596E-10	0
11077.874	2	-3	-5.37731E-5	5.37731E-5	55789.95602
11079.317	2	0	1.05452E-9	1.05452E-9	0
11079.794	2	-1	-1.08259E-8	1.08259E-8	9.23708E7
11080.156	2	0	6.61439E-10	6.61439E-10	0
11080.519	2	-3	-5.35518E-5	5.35518E-5	56020.53638
11081.965	2	0	1.09898E-9	1.09898E-9	0
11082.414	2	-1	-1.07913E-8	1.07913E-8	9.26671E7
11082.769	2	0	6.90385E-10	6.90385E-10	0
11083.127	2	-3	-5.32833E-5	5.32833E-5	56302.80852
11084.569	2	0	1.07616E-9	1.07616E-9	0
11085.041	2	-1	-1.037E-8	1.037E-8	9.64324E7
11085.408	2	0	6.84135E-10	6.84135E-10	0
11085.767	2	-3	-5.2511E-5	5.2511E-5	57130.89774
11087.21	2	0	1.06051E-9	1.06051E-9	0
11087.684	2	-1	-1.0472E-8	1.0472E-8	9.54931E7
11088.048	2	0	6.6425E-10	6.6425E-10	0
11088.41	2	-3	-5.26244E-5	5.26244E-5	57007.74336
11089.851	2	0	1.09789E-9	1.09789E-9	0
11090.302	2	-1	-1.00998E-8	1.00998E-8	9.90117E7
11090.658	2	0	6.74486E-10	6.74486E-10	0
11091.021	2	0.4	2.12793E-4	2.12793E-4	1879.76285
11092.37	2	0	-4.48385E-12	4.48385E-12	0
11092.822	2	-1	-1.84615E-8	1.84615E-8	5.41669E7
11093.179	2	0	4.01345E-10	4.01345E-10	0
11093.537	2	0.4	2.17249E-4	2.17249E-4	1841.20949
11094.888	2	0	-7.32485E-11	7.32485E-11	0
11095.363	2	-1	-2.32861E-8	2.32861E-8	4.29442E7
11095.724	2	0	3.44503E-10	3.44503E-10	0
11096.086	2	0.4	2.20013E-4	2.20013E-4	1818.07769
11097.441	2	0	-9.42263E-11	9.42263E-11	0
11097.906	2	-1	-2.66645E-8	2.66645E-8	3.75031E7
11098.273	2	0	3.32547E-10	3.32547E-10	0
11098.635	2	0.4	2.21958E-4	2.21958E-4	1802.14437
11099.984	2	0	-1.14113E-10	1.14113E-10	0
11100.438	2	-1	-2.96003E-8	2.96003E-8	3.37834E7
11100.797	2	0	3.07419E-10	3.07419E-10	0
11101.157	2	0.4	2.23514E-4	2.23514E-4	1789.59787
11102.51	2	0	-1.1898E-10	1.1898E-10	0
11102.984	2	-1	-3.36524E-8	3.36524E-8	2.97156E7
11103.337	2	0	3.06831E-10	3.06831E-10	0
11103.694	2	0.4	2.24803E-4	2.24803E-4	1779.33569
11105.056	2	0	-1.24854E-10	1.24854E-10	0
11105.514	2	-1	-3.68158E-8	3.68158E-8	2.71623E7
11105.868	2	0	2.98525E-10	2.98525E-10	0
11106.228	2	0.4	2.25815E-4	2.25815E-4	1771.36151
11107.579	2	0	-1.26574E-10	1.26574E-10	0
11108.054	2	-1	-3.77097E-8	3.77097E-8	2.65184E7
11108.416	2	0	3.00329E-10	3.00329E-10	0
11108.777	2	0.4	2.26697E-4	2.26697E-4	1764.47209
11110.129	2	0	-1.3442E-10	1.3442E-10	0
11110.59	2	-1	-3.99311E-8	3.99311E-8	2.50432E7
11110.942	2	0	2.89086E-10	2.89086E-10	0
11111.299	2	0.4	2.27491E-4	2.27491E-4	1758.31054
11112.65	2	0	-1.36517E-10	1.36517E-10	0
11113.11	2	-1	-4.22497E-8	4.22497E-8	2.36688E7
11113.462	2	0	2.8766E-10	2.8766E-10	0
11113.82	2	0.4	2.28134E-4	2.28134E-4	1753.35318
11115.169	2	0	-1.41468E-10	1.41468E-10	0
11115.633	2	-1	-4.42029E-8	4.42029E-8	2.26229E7
11115.986	2	0	2.83339E-10	2.83339E-10	0
11116.345	2	0.4	2.28781E-4	2.28781E-4	1748.39541
11117.714	2	0	-1.37902E-10	1.37902E-10	0
11118.192	2	-1	-4.57919E-8	4.57919E-8	2.18379E7
11118.56	2	0	2.90806E-10	2.90806E-10	0
11118.903	2	0.4	2.29248E-4	2.29248E-4	1744.83833
11120.266	2	0	-1.3937E-10	1.3937E-10	0
11120.732	2	-1	-4.78586E-8	4.78586E-8	2.08949E7
11121.083	2	0	2.88122E-10	2.88122E-10	0
11121.423	2	0.4	2.29802E-4	2.29802E-4	1740.62965
11122.767	2	0	-1.38196E-10	1.38196E-10	0
11123.222	2	-1	-4.95848E-8	4.95848E-8	2.01675E7
11123.596	2	0	2.6702E-10	2.6702E-10	0
11123.966	2	0.4	2.30175E-4	2.30175E-4	1737.8097
11125.318	2	0	-1.38573E-10	1.38573E-10	0
11125.787	2	-1	-5.21228E-8	5.21228E-8	1.91854E7
11126.147	2	0	2.87828E-10	2.87828E-10	0
11126.507	2	0.4	2.30561E-4	2.30561E-4	1734.90255
11127.86	2	0	-1.39916E-10	1.39916E-10	0
11128.334	2	-1	-5.21399E-8	5.21399E-8	1.91792E7
11128.695	2	0	2.78514E-10	2.78514E-10	0
11129.057	2	0.4	2.30928E-4	2.30928E-4	1732.14237
11130.408	2	0	-1.42936E-10	1.42936E-10	0
11130.871	2	-1	-5.50121E-8	5.50121E-8	1.81778E7
11131.222	2	0	2.76124E-10	2.76124E-10	0
11131.581	2	0.4	2.3133E-4	2.3133E-4	1729.1293
11132.931	2	0	-1.49733E-10	1.49733E-10	0
11133.383	2	-1	-5.67438E-8	5.67438E-8	1.76231E7
11133.739	2	0	2.76585E-10	2.76585E-10	0
11134.098	2	0.4	2.31625E-4	2.31625E-4	1726.93303
11135.456	2	0	-1.46545E-10	1.46545E-10	0
11135.913	2	-1	-5.97568E-8	5.97568E-8	1.67345E7
11136.268	2	0	2.74949E-10	2.74949E-10	0
11136.622	2	0.4	2.31908E-4	2.31908E-4	1724.82266
11137.971	2	0	-1.50572E-10	1.50572E-10	0
11138.43	2	-1	-6.1403E-8	6.1403E-8	1.62859E7
11138.783	2	0	2.82794E-10	2.82794E-10	0
11139.139	2	0.4	2.32158E-4	2.32158E-4	1722.96453
11140.494	2	0	-1.51663E-10	1.51663E-10	0
11140.949	2	-1	-5.9914E-8	5.9914E-8	1.66906E7
11141.303	2	0	2.73774E-10	2.73774E-10	0
11141.663	2	0.4	2.32422E-4	2.32422E-4	1721.01044
11143.012	2	0	-1.46503E-10	1.46503E-10	0
11143.465	2	-1	-6.3088E-8	6.3088E-8	1.58509E7
11143.821	2	0	2.76795E-10	2.76795E-10	0
11144.18	2	0.4	2.32634E-4	2.32634E-4	1719.43542
11145.531	2	0	-1.4902E-10	1.4902E-10	0
11145.984	2	-1	-6.55474E-8	6.55474E-8	1.52561E7
11146.34	2	0	2.77424E-10	2.77424E-10	0
11146.701	2	0.4	2.32837E-4	2.32837E-4	1717.93633
11148.052	2	0	-1.48055E-10	1.48055E-10	0
11148.503	2	-1	-6.69176E-8	6.69176E-8	1.49437E7
11148.86	2	0	2.7885E-10	2.7885E-10	0
11149.218	2	0.4	2.33054E-4	2.33054E-4	1716.34189
11150.57	2	0	-1.46461E-10	1.46461E-10	0
11151.037	2	-1	-6.82352E-8	6.82352E-8	1.46552E7
11151.396	2	0	2.82038E-10	2.82038E-10	0
11151.758	2	0.4	2.33217E-4	2.33217E-4	1715.14083
11153.115	2	0	-1.4172E-10	1.4172E-10	0
11153.584	2	-1	-6.94472E-8	6.94472E-8	1.43994E7
11153.956	2	0	2.8229E-10	2.8229E-10	0
11154.318	2	1	0.01088	0.01088	91.92655
11274.95	2	1	0.01088	0.01088	91.92511
11275.312	2	0	-3.80529E-10	3.80529E-10	0
11275.878	2	-1	-1.3239E-6	1.3239E-6	755342.91813
11276.422	2	0	7.49706E-11	7.49706E-11	0
11276.875	2	-3	-7.38502E-5	7.38502E-5	40622.80171
11278.313	2	0	9.11799E-10	9.11799E-10	0
11278.769	2	-1	-4.32941E-8	4.32941E-8	2.30978E7
11279.123	2	0	5.22373E-10	5.22373E-10	0
11279.481	2	-3	-6.85134E-5	6.85134E-5	43787.06758
11280.924	2	0	9.91674E-10	9.91674E-10	0
11281.379	2	-1	-2.91682E-8	2.91682E-8	3.4284E7
11281.736	2	0	5.95493E-10	5.95493E-10	0
11282.093	2	-3	-6.57486E-5	6.57486E-5	45628.32716
